"FullName","TamanhoKB","DataModificacao"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\Documents 2\teia_procedural\restaurador_seed_teia.py.py","1,03","2025-09-07 00:51"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\Documents 3\seeds\seed_ProvaTeiaRemota.PNG_2025-09-07T03-28-17.txt","3131,79","2025-09-07 03:28"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\Documents 3\seeds\seed_ProvaTeiaRemota.PNG_2025-09-07T15-55-33.txt","3131,79","2025-09-07 15:55"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\Documents 3\seeds\seed_teia_2025-09-07T00-49-21.txt","0,37","2025-09-07 00:49"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\Documents 3\teia_procedural\auditoria_teia_seed.py.py","1,83","2025-09-07 04:20"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\Documents 3\teia_procedural\compactador_seed_teia.py.py","1,06","2025-09-07 00:46"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\Documents 3\teia_procedural\restaurador_seed_teia.py.py","1,03","2025-09-07 00:51"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\NovaMaterializaçãoParaProcedural\TEIA-Universal-Restore.ps1","0,35","2025-09-13 11:15"
"D:\iCloudDrive\1-Pessoal\Felippe Pessoal\Creator\Vídeos\Editar\TEIA\Teia\untitled folder\TeiaAutocontida\NovaMaterializaçãoParaProcedural\TEIA-Universal-Seeds.ps1","0,34","2025-09-13 11:15"
"D:\iCloudDrive\ChatGPT_Markdown\2141 - Otimização AION-RISPANDC.md","8,44","2026-03-25 19:32"
"D:\iCloudDrive\ChatGPT_Markdown\2232 - Auditoria TEIA  AION-RISPA.md","591,67","2026-03-25 19:32"
"D:\iCloudDrive\ChatGPT_Markdown\2376 - Diagnóstico falha geração seed.md","59,36","2026-03-25 19:32"
"D:\iCloudDrive\ChatGPT_Markdown\2377 - Ramificação · Diagnóstico falha geração seed.md","146,58","2026-03-25 19:32"
"D:\Microsoft VS Code\8b640eef5a\resources\app\node_modules\@vscode\codicons\src\icons\chrome-restore.svg","0,56","2026-05-05 18:43"
"D:\TEIA OS\seed_teia_chroma_tio.py","0,58","2025-12-08 19:00"
"D:\TEIA OS\teia_restore.html","48,87","2025-12-12 21:30"
"D:\TEIA OS\visualizar_restore.py","4,55","2025-12-12 21:28"
"D:\TEIA OS\.venv\Lib\site-packages\modelscope\models\multi_modal\image_to_video\utils\seed.py","0,27","2025-12-17 08:43"
"D:\TEIA OS\.venv\Lib\site-packages\modelscope\models\multi_modal\image_to_video\utils\__pycache__\seed.cpython-311.pyc","0,81","2025-12-17 08:44"
"D:\TEIA OS\.venv\Lib\site-packages\modelscope\models\multi_modal\video_to_video\utils\seed.py","0,27","2025-12-17 08:43"
"D:\TEIA OS\.venv\Lib\site-packages\modelscope\models\multi_modal\video_to_video\utils\__pycache__\seed.cpython-311.pyc","0,81","2025-12-17 08:44"
"D:\TEIA OS\.venv\Lib\site-packages\numpy\random\tests\test_seed_sequence.py","3,31","2025-12-17 08:43"
"D:\TEIA OS\.venv\Lib\site-packages\numpy\random\tests\__pycache__\test_seed_sequence.cpython-311.pyc","3,77","2025-12-17 08:43"
"D:\TEIA OS\.venv\Lib\site-packages\paddle\include\paddle\phi\kernels\impl\seed_kernel_impl.h","1,83","2025-12-17 08:44"
"D:\TEIA OS\.venv\Lib\site-packages\torch\include\torch\csrc\jit\passes\restore_mutation.h","1,82","2025-12-06 20:46"
"D:\TEIA OS\.venv\Lib\site-packages\transformers\models\seed_oss\configuration_seed_oss.py","11,82","2025-12-06 20:48"
"D:\TEIA OS\.venv\Lib\site-packages\transformers\models\seed_oss\modeling_seed_oss.py","21,5","2025-12-06 20:48"
"D:\TEIA OS\.venv\Lib\site-packages\transformers\models\seed_oss\modular_seed_oss.py","7,51","2025-12-06 20:48"
"D:\TEIA OS\.venv\Lib\site-packages\transformers\models\seed_oss\__pycache__\configuration_seed_oss.cpython-311.pyc","11,03","2025-12-06 20:48"
"D:\TEIA OS\.venv\Lib\site-packages\transformers\models\seed_oss\__pycache__\modeling_seed_oss.cpython-311.pyc","27,92","2025-12-06 20:48"
"D:\TEIA OS\.venv\Lib\site-packages\transformers\models\seed_oss\__pycache__\modular_seed_oss.cpython-311.pyc","10,6","2025-12-06 20:48"
"D:\TEIA OS\.venv_teia_rag\Lib\site-packages\numpy\random\tests\test_seed_sequence.py","3,31","2025-12-08 18:24"
"D:\TEIA OS\.venv_teia_rag\Lib\site-packages\numpy\random\tests\__pycache__\test_seed_sequence.cpython-311.pyc","3,78","2025-12-08 18:25"
"D:\TEIA OS\.venv_teia_rag\Lib\site-packages\torch\include\torch\csrc\jit\passes\restore_mutation.h","1,82","2025-12-08 18:25"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\numpy\random\tests\test_seed_sequence.py","3,23","2025-12-08 08:52"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\numpy\random\tests\__pycache__\test_seed_sequence.cpython-312.pyc","3,39","2025-12-08 08:52"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\torch\include\torch\csrc\jit\passes\restore_mutation.h","1,76","2025-12-08 08:57"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\transformers\models\seed_oss\configuration_seed_oss.py","11,82","2025-12-08 09:01"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\transformers\models\seed_oss\modeling_seed_oss.py","21,5","2025-12-08 09:01"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\transformers\models\seed_oss\modular_seed_oss.py","7,51","2025-12-08 09:01"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\transformers\models\seed_oss\__pycache__\configuration_seed_oss.cpython-312.pyc","10,82","2025-12-08 09:02"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\transformers\models\seed_oss\__pycache__\modeling_seed_oss.cpython-312.pyc","26,39","2025-12-08 09:02"
"D:\TEIA OS\.venv_teia_v8\lib\python3.12\site-packages\transformers\models\seed_oss\__pycache__\modular_seed_oss.cpython-312.pyc","10,07","2025-12-08 09:02"
"D:\TEIA OS\ChatGPT_2438\Auditoria TEIA - AION-RISPA_7979fd631f21.json","2046,02","2025-12-08 16:04"
"D:\TEIA OS\ChatGPT_2438\Diagnóstico falha geração seed_05e822bf8659.json","243,42","2025-12-08 16:04"
"D:\TEIA OS\ChatGPT_2438\Otimização AION-RISPA-NDC_c53d86fe94a8.json","23,26","2025-12-08 16:04"
"D:\TEIA OS\ChatGPT_2438\Ramificação · Diagnóstico falha geração seed_cb5a4eb1db5c.json","415,79","2025-12-08 16:04"
"D:\TEIA OS\Cortex_Visual\site-packages\numpy\random\tests\test_seed_sequence.py","3,31","2025-11-30 09:10"
"D:\TEIA OS\english_bank\seed_grammar_ilsc_intermediate3.txt","48,11","2026-01-16 16:12"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\api_lib\backupdr\restore_util.py","14,12","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\api_lib\backupdr\__pycache__\restore_util.cpython-313.pyc","14,88","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\emulators\firestore_util.py","3,48","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\emulators\__pycache__\firestore_util.cpython-313.pyc","5,39","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\storage\tasks\buckets\restore_bucket_task.py","1,62","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\storage\tasks\buckets\__pycache__\restore_bucket_task.cpython-313.pyc","2,2","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\storage\tasks\objects\bulk_restore_objects_task.py","4,09","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\storage\tasks\objects\restore_object_task.py","2,2","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\storage\tasks\objects\__pycache__\bulk_restore_objects_task.cpython-313.pyc","4,73","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\command_lib\storage\tasks\objects\__pycache__\restore_object_task.cpython-313.pyc","2,75","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1\firestore_v1_client.py","72,81","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1\firestore_v1_messages.py","211,35","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1\__pycache__\firestore_v1_client.cpython-313.pyc","68,74","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1\__pycache__\firestore_v1_messages.cpython-313.pyc","261,09","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta1\firestore_v1beta1_client.py","32,06","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta1\firestore_v1beta1_messages.py","134,42","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta1\__pycache__\firestore_v1beta1_client.cpython-313.pyc","30,86","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta1\__pycache__\firestore_v1beta1_messages.cpython-313.pyc","167,93","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta2\firestore_v1beta2_client.py","15,84","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta2\firestore_v1beta2_messages.py","45,63","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta2\__pycache__\firestore_v1beta2_client.cpython-313.pyc","17,05","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\generated_clients\apis\firestore\v1beta2\__pycache__\firestore_v1beta2_messages.cpython-313.pyc","55,05","2026-02-26 22:33"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\schemas\gkebackup\v1\RestoreOrder.yaml","1,95","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\googlecloudsdk\schemas\gkebackup\v1\VolumeDataRestorePolicyOverrides.yaml","1,56","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\active_directory\domains\restore.yaml","1,29","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\alloydb\clusters\restore.py","5,97","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\alloydb\clusters\__pycache__\restore.cpython-313.pyc","6,95","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\bigtable\instances\tables\restore.py","3,16","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\bigtable\instances\tables\__pycache__\restore.cpython-313.pyc","3,88","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\bms\volumes\restore.py","3,29","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\bms\volumes\__pycache__\restore.cpython-313.pyc","4,27","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\components\restore.py","2,27","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\components\__pycache__\restore.cpython-313.pyc","2,34","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\database_migration\conversion_workspaces\seed.py","3,07","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\database_migration\conversion_workspaces\__pycache__\seed.cpython-313.pyc","3,69","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\filestore\instances\restore.yaml","4,8","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\firestore\databases\restore.py","2,99","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\firestore\databases\__pycache__\restore.cpython-313.pyc","3,75","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\kms\keys\versions\restore.py","1,97","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\kms\keys\versions\__pycache__\restore.cpython-313.pyc","2,2","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\looker\instances\restore.yaml","1,73","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\metastore\services\restore.yaml","2,99","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\netapp\volumes\restore_backup_files.py","3,46","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\netapp\volumes\__pycache__\restore_backup_files.cpython-313.pyc","4,84","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\oracle_database\autonomous_databases\restore.yaml","0,72","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\oracle_database\autonomous_databases\_partials\_restore_alpha.yaml","2,16","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\oracle_database\autonomous_databases\_partials\_restore_ga.yaml","2,14","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\spanner\databases\restore.py","3,12","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\spanner\databases\__pycache__\restore.cpython-313.pyc","3,77","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\sql\backups\restore.py","9,32","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\sql\backups\__pycache__\restore.cpython-313.pyc","10,17","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\sql\instances\point_in_time_restore.py","9,38","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\sql\instances\restore_backup.py","4,66","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\sql\instances\__pycache__\point_in_time_restore.cpython-313.pyc","10,58","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\sql\instances\__pycache__\restore_backup.cpython-313.pyc","5,66","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\storage\restore.py","13,35","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\storage\__pycache__\restore.cpython-313.pyc","14,57","2026-02-26 22:34"
"D:\TEIA OS\google-cloud-sdk\lib\surface\workbench\instances\restore.py","2,12","2026-02-26 22:32"
"D:\TEIA OS\google-cloud-sdk\lib\surface\workbench\instances\__pycache__\restore.cpython-313.pyc","2,5","2026-02-26 22:34"
"D:\TEIA OS\TEIA_REBOOT\TEIA-OntoSeed-Gen.ps1","2,7","2025-11-26 22:49"
"D:\TEIA OS\TEIA_REBOOT\data\fractal_index.json","30255,5","2025-11-24 20:08"
"D:\TEIA OS\TEIA_REBOOT\data\seeds\Vídeo 4,111111_d0a9b3c7.seed.json","0,33","2025-11-26 22:50"
"D:\TEIA-ENVs\teia-engine\Lib\site-packages\torch\include\torch\csrc\jit\passes\restore_mutation.h","1,82","2026-01-24 16:41"
"D:\TEIA-ENVs\teia-engine\Library\include\openssl\seed.h","3,87","2025-11-11 03:11"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\CMake\CMake\share\cmake-4.1\Help\variable\CMAKE_VS_NUGET_PACKAGE_RESTORE.rst","0,93","2025-12-08 17:55"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\NuGet.RestoreEx.targets","3,1","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\NuGet.SolutionRestoreManager.dll","242,03","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\NuGet.SolutionRestoreManager.pkgdef","13,19","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\cs\NuGet.SolutionRestoreManager.resources.dll","19,03","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\de\NuGet.SolutionRestoreManager.resources.dll","19,53","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\es\NuGet.SolutionRestoreManager.resources.dll","19,07","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\fr\NuGet.SolutionRestoreManager.resources.dll","19,53","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\it\NuGet.SolutionRestoreManager.resources.dll","19,07","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\ja\NuGet.SolutionRestoreManager.resources.dll","20,03","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\ko\NuGet.SolutionRestoreManager.resources.dll","19,53","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\pl\NuGet.SolutionRestoreManager.resources.dll","19,53","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\pt-BR\NuGet.SolutionRestoreManager.resources.dll","19,03","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\ru\NuGet.SolutionRestoreManager.resources.dll","21,03","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\tr\NuGet.SolutionRestoreManager.resources.dll","19,07","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\zh-Hans\NuGet.SolutionRestoreManager.resources.dll","18,57","2025-12-08 17:51"
"D:\VS2026\Install\Common7\IDE\CommonExtensions\Microsoft\NuGet\zh-Hant\NuGet.SolutionRestoreManager.resources.dll","18,57","2025-12-08 17:51"
